Table_Name,Table_ID,Field_ID,Field_Name,Field_Type,Is_Linked_Field,Linked_Table_ID,Linked_Table
Survey_Respondents,tblE1rwPUjtxodIvZ,fld3vI51faeVmcHJi,New Orleans: Select Your School,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld4jn1e4yuIl21X7,Independent_Action_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld4qw6eDfEq5IbU8,Approaches_Funding,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld4R126GKxZyTvXD,City (from School_Link),multipleSelects,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld4SMeqJxXfZKfgi,Identify_Supports_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld4SMSIXxCIS3Nrg,Applications_Goals_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld5I7KLvWZyQgfQu,Community_Networking_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld5Z28jbRWFm5btf,Community_Networking_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld5zN9bjjqIGZmTE,Region_Link,multipleRecordLinks,checked,tblKXWbABAC2WoXCn,Regions
Survey_Respondents,tblE1rwPUjtxodIvZ,fld6rvY5IrpVX4vSe,DC: Select Your School,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld7gfJdQnwtsth37,Ability_Pursue_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld7GoYsyVEwf8wG4,Independent_Action_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld7MJx1bbJnoP3JR,Education_Plans,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld7zjHpUDWFNnVUk,Balanced_Wishlist_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld8lj3Z4yFQxUSLu,Financial_Literacy_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld9bg1YXkO06znVm,Just_World_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fld9qgA0NXCHqjSmp,ID,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldA5idS2vefLMDUA,Ownership_Funding_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldaH5aNfoalMw3xH,Email,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldB1H8FJ4xQ0nkUi,Improve_ACT_SAT_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldbhAuw2p3jBezbU,Choice_Filled_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldBHmuc8rwvndyJp,Three_Topics,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldBJKHgRr9BqH1GF,Goals_ACT_SAT_GPA,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldBmgbNl7cw0ncFQ,Applications_Goals_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldBnGxuJmJYuCbXF,Recognize_Emotions_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldbwrYCvdXxzY1zd,Test_Strategies,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldByrWv5a80ZyJMy,Connect_Interests_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldCanfYsQx8oxQGG,Assets_Challenges,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldcIVMwaFqpBMK60,School_AT_ID (from School_Link),singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldCjB9j9OaaGPMgj,Systems_Power,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldCkdO99OldLi44q,Independent_Action,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldcLOR2pjsreu5Nd,Connect_Interests,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldcnl1YDwXh68R0I,Overcome_Challenges_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldD8DT3asd1E1TEm,Relate_Career_Goals,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flddduIzOlx0IQbh3,Labor_Market_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flddfkygSDPpICMMo,Sources_Funding_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldDI64MVLO8e12lX,Ownership_Funding_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flddKsbwSdvGsqvZH,Achieve_Vision,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldDMuZzTq5jlXpdr,Systems_Power_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flddUdCc7dPFltYYS,Evaluate_Costs_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldebid9eOrRF3Zy1,Start time,dateTime,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldeJOewUUnif5YfN,Region (from School_Link),singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldeztHvhH0f2t6LO,Identify_Supports,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldF7pgeAJIfR3ife,New Jersey/Miami: Select Your School,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldfCNyVwM2uuoOBw,Agency_Financial,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldFI2SYwiVDB1Z7c,Understand_PostSec_Landscape_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldfLbOn3W3OHigF7,Assets_Challenges_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldfZIVxEzT42dbKZ,Key_Takeaways,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldG5ofmyPLpFmc7Y,Sound_Financial_Decisions_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldglZ4R2ejjQuZ0w,Expanded_Datetime,dateTime,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldgMhmFHTUbAOjhW,Emotions_Habits,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldgNAmfkis53YfCP,Just_World_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldGonH7njJypkn4T,School_Name,multipleLookupValues,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldGU6zxpF8jw4O78,Systems_Power_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldguxHxMJHhU4fO6,College_Career_Financial_Decisions,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldH1HLo0jbrQRVHe,Recognize_Emotions_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldhFOz7prLIK0bH5,Identify_Barriers_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldhO6bI9YliSBGBQ,Massachusetts: Select Your School,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldhqPhmtz97woUsr,College_Career_Financial_Decisions_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldHUk7yz4mQBK7UJ,Identify_Barriers,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldhZaskHZMe5C0dT,Analyze_Applications_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldi0lgvS4qg7ZNxh,Ownership_Funding,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldI2DzW9E4suQOc9,Network_Support,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldiRQClsE8OvevCE,Analyze_Applications_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldIW88jq3AWpbdcJ,Connect_Interests_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldjI5jtAaqK1eL5f,Applications_Goals,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldJJiMC7QvI6hxOc,Colorado: Select Your School,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldJofLUwwhP5WNCv,Agency_Financial_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldk8i0cAUrvE8Pti,Identify_Supports_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldkPIg2r01V4L8nO,Full_School_Name,multipleLookupValues,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldKSE9AjavD4gWul,Dominant_Culture_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldKUd1YVSlWhhA9z,Emotions_Habits_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldKvlI1XOvwdOdyb,Approaches_Funding_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldkzM0jFtw7xamVT,Professional_Brand_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldl0pmesgVDkBlly,Status,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldL1nV1coFzXHUZE,Gender_Select,multipleSelects,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldLB1vsnr7GIIzXN,Understand_PostSec_Landscape_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldLb6n8nhgX9CAGE,Texas: Select Your School,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldlbPgLWoVTWFgsX,Completion time,dateTime,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldlCOpW0uRjJnFBE,Select the KIPP Region where you attend or attended ,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldLcUvjHOJpztgyP,Agency_Financial_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldlkkXYH6eG8zO2D,Relate_Career_Goals_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldLqTNZ6c6q7ztap,Respondent_Key,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldlqvzQBw7LdCoxK,Plan_Prosperous_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldMVM9ym0CvnQAEM,Analyze_Applications,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldMyyIdynRPBJP0v,Emotions_Habits_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldMZvnEsbdZdiuAY,Goals_ACT_SAT_GPA_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldn2EW4dHbvjCyP3,Improve_ACT_SAT,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldnAiTRlQNt9sdnW,Ability_Pursue,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldne3C8Y2mpDIxm9,Assets_Challenges_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNHbmsU5qLiBBpt,Identify_Barriers_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNkN1Vn630sfyZB,Sound_Financial_Decisions,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNUWZJAk3WHdZCW,Set_Goals_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNY42SQPwWqycCF,Workplace_Expectations,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNysny773jL7gHP,Understand_ACT_SAT,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldNzKTRzloMTgi5f,Overcome_Challenges,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldoBFaTHA57bzNiS,Achieve_Vision_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldoenRoI1kIhnqsb,Error_Expanding_Message,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldoHxMOpi1hMmLIJ,Survey_Item_Responses,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldokQuXvEDPt6s2a,Choice_Filled_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldP0XfhdOSz2GUgy,Recognize_Emotions,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldp1iDY3Kx41wO8l,Student_Item_Comments,multipleRecordLinks,checked,tbla8CWwKDBuQwmtq,Survey_Item_Comments
Survey_Respondents,tblE1rwPUjtxodIvZ,fldp5ut5mL0tIWGpZ,Achieve_Vision_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldPALbymJRWrnu8O,College_Career_Financial_Decisions_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldPDYEnjb7gxrN1U,Balanced_Wishlist,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldPpiy9gPEVoFAWn,School_Name (from School_Link),singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldq4YrG0dZcei6zt,Student_Response_AT_ID,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldqCire7gAeZirH0,Financial_Literacy,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldQI1utiO8ttmL2C,Understand_PostSec_Landscape,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldqt6hVoB07ZROPo,Breakdown_Applications_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldQTMQeH9o5vl0GQ,Value_Diversity_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldr7uP0GZKlFzaCD,Understand_ACT_SAT_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldR8MboJP7IAyB0C,Workplace_Expectations_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldrB5XjLDUyd4Ivc,NorCal: Select Your School,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldrBvHLewKvVsHRx,Select Your Grade,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldrP9CYZu7htEb7C,Labor_Market,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldrrxl5TKWujgVR5,Evaluate_Costs,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flds0eebITEcENQ0y,Survey_Admin,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldSLz9F78rkGzWbD,Ability_Pursue_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldth1nTnEMSJaed9,Network_Support_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldTLQBXWscE3vb97,Dominant_Culture,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldtoKoKkJgRYbGms,Professional_Brand,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldtT9BM6sZLVkzJq,Persevere_Goals_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldtTGNnjQVwwpJjU,Relate_Career_Goals_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldTX0YS8j4cAsVFT,Persevere_Goals,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldtXeN3L2BrsIArd,Approaches_Funding_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldu97M1XVSvUqOSd,Plan_Prosperous,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldubpxTRBvPS7Mjo,Race_Multiselect,multipleSelects,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flducTAiwp1fRTGGY,Sources_Funding,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldufrpegBx5tWBH3,Understand_ACT_SAT_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldUHG9mcmdSPosdU,Workplace_Expectations_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldUHPr5QUA2NWeZj,Value_Diversity_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldujSCY2xVlEbhkX,Optional_Email,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flduljSxLJ2GeSLfp,Career_Interests,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldUnUs5Bnp4hHzbq,Gender,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,flduyFawBS44mUuDM,Postsec_Goals_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldUzQ1H0uhVcOekM,Professional_Brand_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldV6ZXVs9dvEdFa3,Persevere_Goals_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldvBNirj2bqQ4093,Goals_ACT_SAT_GPA_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldvFLrNDFVg4j1j8,Race_Ethnicity,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldvFnLIOOtUFLKw7,Improve_ACT_SAT_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldvjIkulGiT3UmWG,Changes_Seminar,multilineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldVlonRlGDrZ6jPk,Overcome_Challenges_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldVNZTzQZ2SdmasY,Test_Strategies_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldvyMjhY7aqQyxYG,Sources_Funding_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldw0YfOELF194U1g,Name,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldwGeKPYX7ymBPfH,Just_World,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldwx6KJyGOtvLQdU,Balanced_Wishlist_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldXilWoHpON2NzjJ,Breakdown_Applications,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldxLtNUt7MWumYo4,Optional_Interview,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldXnjqxIIgknZ8Kf,Dominant_Culture_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldxPEjJDHgaGsZLX,Community_Networking,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldxRkG2PkzZQbnel,Evaluate_Costs_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldxSnEIzVMtThvEt,School_Link,multipleRecordLinks,checked,tblTyVLW0R8MxmQ0S,Schools
Survey_Respondents,tblE1rwPUjtxodIvZ,fldY6Wk1IoTGcB94b,Set_Goals,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldY7gqX7YInyIK3X,Choice_Filled,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldye4zUoQ0z1gHXU,Survey_Responses,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldYeRCYrYDj3mBjt,Test_Strategies_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldYfURfUZ6TeAgO8,Labor_Market_Top3,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldZFsNofhyuVmFKs,Delta: Select Your School,singleSelect,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldZgwHKkbykuNk4Y,Breakdown_Applications_Top2,number,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldzh2mzZhVLoZzea,Optional_Survey,singleLineText,,,
Survey_Respondents,tblE1rwPUjtxodIvZ,fldZtj3MfonQePezX,Postsec_Goals,singleSelect,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fld2fpXvqfTCCRtZB,Survey_Items_Rollup,multilineText,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fld3tuBr5SX6AekhW,Survey_Items_Rollup copy,multilineText,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fld5EFKq8b8SgDRjG,Item_Responses_Rollup,rollup,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldIfEhK96TwynlKH,Survey_Results_School_Item,singleLineText,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldKDLwertpLMP9k1,Name,singleLineText,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldkimhwJiDHMo1pM,Survey_Admin_AT_ID,formula,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldmvDG0gFiTcfBFX,Survey_Items,multipleRecordLinks,checked,tbl9lguOzNO8VjMvY,Survey_Items
Survey_Administrations,tblErTZCOOpH0S4Xd,fldmXUTNXmSlSzWas,School_AT_ID (from School_Links),multipleLookupValues,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldQdQjlixNzBcllf,School_Links,multipleRecordLinks,checked,tblTyVLW0R8MxmQ0S,Schools
Survey_Administrations,tblErTZCOOpH0S4Xd,fldrcESd7twPUY9iY,Schools_Included,rollup,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldusOhHK20Xoun9M,Seminar Grade,singleSelect,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldWvruC72T6PN8sv,School Year,singleSelect,,,
Survey_Administrations,tblErTZCOOpH0S4Xd,fldXhg4ZfF9jC7dVI,Survey_Results_School_Item_Source,multipleRecordLinks,checked,tblwEdi9EQhCsixNd,Survey_School_Item_Results
Schema_Registry,tblh7nH6NpGC1Qvsa,fld39sI8BXbraXM5v,Field_ID,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fld4650Bjk75zCDWV,Is_Linked_Field,checkbox,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fld6ig5mLEqeKDJ3K,Field_Name,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldaHM9tvB9VoVp84,Field_Type,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldEeiaKO1Z7pb93Q,Linked_Table_ID,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldGDEdBx1J3424S7,Linked_Table,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldImgMmLfBxHXrQg,Table_ID,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldoJz7DCyU8o7HdL,Table_Name,singleLineText,,,
Schema_Registry,tblh7nH6NpGC1Qvsa,fldRk3Fk8YLGvej7C,Schema_AT_ID,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld2a9LeO0htQTH9R,Network_Agree_Count,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld4g0ZMfg8bkNJLw,Question_Type,multipleLookupValues,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld4I99vAnLAvZUrC,Item_Extract,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld6IcHefvmfxsWFR,Standards_Tags,multipleSelects,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld7IcKIKE5YAOBV3,Survey_School_Item_Results,multipleRecordLinks,checked,tblwEdi9EQhCsixNd,Survey_School_Item_Results
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld8QB4TCTwjoDjll,Network_Top_2,rollup,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld9DzoDDk1EPuXMV,Network_Item_Responses,rollup,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fld9vmrPflDS9Iv87,Network_Top_3,rollup,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldb7wEFg7ew5acgj,Network_Blanks,rollup,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldBO33zNCn1jpAmO,Network_Survey_Item_Result_Key,singleLineText,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldcAlBYqZusZ6qE0,Network_Neutral_Count,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldddgOPSA7qrECLZ,Network_Top_2_Percent,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldDezBaU4mScxr7U,Network_Top_3_Percent,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldElH8Gk9LbxqwsP,Item_Type,multipleSelects,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldflky4bej4A1O1U,Network_Strongly_Agree_Count,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldfuRcHnGEkfrVlR,Standards_Code (from Assessment_Item_Link),singleLineText,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldLIabqyRDnj8FLP,Network_Top_1_Percent,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldM3FG0pDZx9ZnkY,Network_Negative_Count,formula,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldREcXbR6ewAke3p,Network_Top_1,rollup,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldtSogTOv1zrtN9D,Domain_Tags,multipleSelects,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldVaVMU8S1dESPhY,Survey_Item_Link,multipleRecordLinks,checked,tbl9lguOzNO8VjMvY,Survey_Items
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldW1crTWk3nqTDGT,Domain (from Assessment_Item_Link),singleLineText,,,
Survey_Network_Item_Results,tblHRzJxvjAk3735c,fldy8VuWb2v6f0RUe,Network_Respondents,rollup,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fld8Uqhyp4wg4eaYG,Status,singleSelect,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldALThxfmxVLj6J2,Publication_Status_Closed,number,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldBu0jrFqavUGcqs,Publication_Status_Total,number,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldDeGqjZUBPe24PA,School_ID_Extract,multilineText,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldDlYYj5CivvkV1A,Survey_Publication_AT_ID,multilineText,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldM6KSr69F7ldVpT,School_Year,singleSelect,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldqxSErEY0TV1Rzz,Publication_Complete,number,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldSkykowYa83aOQY,School_Results_School_Item,singleLineText,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldU9HOWZHDVrLqke,Schools,singleLineText,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldWjvZNRa883zuPr,Publication_Status_Published,number,,,
Survey_Publication_Log,tblivkJrNbr5Ej097,fldWTrAflzBqEN1l0,Survey_Results_School_Item_Source,multipleRecordLinks,checked,tblwEdi9EQhCsixNd,Survey_School_Item_Results
Survey_Publication_Log,tblivkJrNbr5Ej097,fldx6TjKfFzSaaPop,Survey_Publication_Key,singleLineText,,,
Regions,tblKXWbABAC2WoXCn,fld46oG2B6jh3w1N7,Survey_Region_Item_Results,multipleRecordLinks,checked,tblstb7gvzW7yMmye,Survey_Region_Item_Results
Regions,tblKXWbABAC2WoXCn,fld5SZ93gAR8DfvJO,Assessment_Results_Region_Item copy,singleLineText,,,
Regions,tblKXWbABAC2WoXCn,fld7T3aLfB8IuCFYA,Survey_Respondents,multipleRecordLinks,checked,tblE1rwPUjtxodIvZ,Survey_Respondents
Regions,tblKXWbABAC2WoXCn,fldaU3D9a3qEhmhSk,School_Name,multipleLookupValues,,,
Regions,tblKXWbABAC2WoXCn,fldf6ojJkf2UEpcYy,Survey_Region_Item_Results copy,multipleRecordLinks,checked,tblDtbKXeIFK9FxJF,Survey_City_Item_Results
